movieId,genre
290,Drama
292,Action
292,Drama
292,Sci-Fi
292,Thriller
293,Action
293,Crime
293,Drama
293,Thriller
296,Comedy
296,Crime
296,Drama
296,Thriller
299,Drama
300,Drama
303,Action
303,Thriller
303,Western
304,Comedy
304,Drama
305,Comedy
306,Drama
307,Drama
308,Comedy
308,Drama
314,Children
314,Drama
314,Fantasy
314,Mystery
315,Action
315,Drama
315,Thriller
316,Action
316,Adventure
316,Sci-Fi
317,Comedy
317,Drama
317,Fantasy
318,Crime
318,Drama
319,Comedy
319,Drama
319,Thriller
322,Comedy
322,Drama
325,Comedy
326,Drama
327,Action
327,Comedy
327,Sci-Fi
328,Horror
328,Thriller
329,Adventure
329,Drama
329,Sci-Fi
332,Horror
332,Sci-Fi
333,Comedy
334,Drama
337,Drama
338,Action
338,Sci-Fi
338,Thriller
339,Comedy
339,Romance
342,Comedy
344,Comedy
345,Comedy
345,Drama
347,Drama
347,Film-Noir
347,Romance
348,Comedy
349,Action
349,Crime
349,Drama
349,Thriller
350,Drama
350,Mystery
350,Thriller
351,Comedy
351,Drama
351,Romance
353,Action
353,Crime
353,Fantasy
353,Thriller
355,Children
355,Comedy
355,Fantasy
356,Comedy
356,Drama
356,Romance
356,War
357,Comedy
357,Romance
362,Adventure
362,Children
362,Romance
364,Adventure
364,Animation
364,Children
364,Drama
364,Musical
364,IMAX
366,Drama
366,Horror
366,Mystery
366,Thriller
367,Action
367,Comedy
367,Crime
367,Fantasy
368,Adventure
368,Comedy
368,Western
370,Action
370,Comedy
371,Comedy
371,Drama
372,Comedy
372,Drama
372,Romance
373,Thriller
374,Children
374,Comedy
376,Action
376,Thriller
377,Action
377,Romance
377,Thriller
380,Action
380,Adventure
380,Comedy
380,Romance
380,Thriller
381,Drama
381,Romance
382,Drama
382,Horror
382,Romance
382,Thriller
383,Western
389,Drama
389,Romance
389,War
390,Action
390,Crime
390,Drama
407,Horror
407,Thriller
410,Children
410,Comedy
410,Fantasy
412,Drama
413,Comedy
417,Comedy
417,Romance
419,Comedy
420,Action
420,Comedy
420,Crime
420,Thriller
428,Drama
430,Comedy
430,Drama
431,Crime
431,Drama
432,Adventure
432,Comedy
432,Western
434,Action
434,Adventure
434,Thriller
435,Comedy
435,Sci-Fi
440,Comedy
440,Romance
441,Comedy
442,Action
442,Adventure
442,Sci-Fi
446,Drama
446,Romance
454,Drama
454,Thriller
456,Crime
456,Drama
456,Thriller
457,Thriller
466,Action
466,Comedy
466,War
467,Comedy
468,Comedy
468,Romance
471,Comedy
474,Action
474,Thriller
475,Drama
480,Action
480,Adventure
480,Sci-Fi
480,Thriller
481,Drama
481,Thriller
484,Adventure
484,Children
485,Action
485,Adventure
485,Comedy
485,Fantasy
487,Comedy
487,Western
491,Drama
492,Comedy
492,Mystery
493,Action
493,Crime
493,Drama
494,Action
494,Adventure
494,Thriller
495,Drama
496,Comedy
496,Drama
496,Romance
496,Thriller
497,Comedy
497,Romance
500,Comedy
500,Drama
501,Drama
502,Action
502,Children
502,Romance
506,Drama
506,Fantasy
506,Romance
508,Drama
509,Drama
509,Romance
514,Comedy
515,Drama
515,Romance
516,Comedy
516,Drama
517,Action
517,Drama
517,Mystery
519,Action
519,Crime
519,Drama
519,Sci-Fi
519,Thriller
520,Comedy
524,Drama
527,Drama
527,War
529,Drama
531,Children
531,Drama
534,Drama
534,Romance
535,Drama
538,Drama
539,Comedy
539,Drama
539,Romance
541,Action
541,Sci-Fi
541,Thriller
542,Comedy
542,Drama
542,Romance
543,Comedy
543,Romance
543,Thriller
549,Drama
549,Musical
550,Comedy
550,Romance
551,Animation
551,Children
551,Fantasy
551,Musical
552,Action
552,Adventure
552,Comedy
552,Romance
553,Action
553,Drama
553,Western
555,Crime
555,Thriller
562,Comedy
562,Drama
575,Children
575,Comedy
581,Documentary
586,Children
586,Comedy
587,Comedy
587,Drama
587,Fantasy
587,Romance
587,Thriller
588,Adventure
588,Animation
588,Children
588,Comedy
588,Musical
589,Action
589,Sci-Fi
590,Adventure
590,Drama
590,Western
592,Action
592,Crime
592,Thriller
593,Crime
593,Horror
593,Thriller
594,Animation
594,Children
594,Drama
594,Fantasy
594,Musical
595,Animation
595,Children
595,Fantasy
595,Musical
595,Romance
595,IMAX
596,Animation
596,Children
596,Fantasy
596,Musical
597,Comedy
597,Romance
599,Adventure
599,Western
608,Comedy
608,Crime
608,Drama
608,Thriller
609,Adventure
609,Children
610,Action
610,Adventure
610,Animation
610,Horror
610,Sci-Fi
611,Action
611,Horror
611,Sci-Fi
613,Drama
613,Romance
616,Animation
616,Children
619,Comedy
626,Comedy
627,Drama
627,Thriller
628,Crime
628,Drama
628,Mystery
628,Thriller
631,Adventure
631,Animation
631,Children
631,Fantasy
631,Musical
631,Romance
633,Comedy
637,Comedy
640,Drama
640,Thriller
647,Action
647,Crime
647,Drama
647,War
648,Action
648,Adventure
648,Mystery
648,Thriller
650,Drama
653,Action
653,Adventure
653,Fantasy
661,Adventure
661,Animation
661,Children
661,Fantasy
661,Musical
662,Thriller
663,Comedy
667,Action
668,Drama
670,Drama
671,Comedy
671,Sci-Fi
673,Adventure
673,Animation
673,Children
673,Comedy
673,Fantasy
673,Sci-Fi
674,Adventure
674,Comedy
674,Sci-Fi
680,Drama
680,Mystery
680,Romance
680,Sci-Fi
680,Thriller
685,Drama
707,Crime
707,Drama
707,Thriller
708,Comedy
708,Romance
709,Adventure
709,Animation
709,Children
709,Comedy
709,Musical
711,Adventure
711,Children
714,Drama
714,Mystery
714,Western
718,Comedy
718,Fantasy
718,Sci-Fi
720,Adventure
720,Animation
720,Comedy
724,Drama
724,Fantasy
724,Horror
724,Thriller
728,Comedy
733,Action
733,Adventure
733,Thriller
736,Action
736,Adventure
736,Romance
736,Thriller
737,Action
737,Sci-Fi
741,Animation
741,Sci-Fi
745,Animation
745,Children
745,Comedy
748,Action
748,Sci-Fi
748,Thriller
750,Comedy
750,War
761,Action
761,Adventure
762,Comedy
762,Crime
765,Comedy
765,Drama
778,Comedy
778,Crime
778,Drama
779,Drama
779,Romance
780,Action
780,Adventure
780,Sci-Fi
780,Thriller
782,Drama
782,Thriller
783,Animation
783,Children
783,Drama
783,Musical
783,Romance
784,Comedy
784,Thriller
785,Comedy
786,Action
786,Drama
786,Thriller
788,Comedy
788,Fantasy
788,Romance
788,Sci-Fi
798,Action
798,Adventure
798,Drama
798,Thriller
799,Comedy
799,Horror
799,Thriller
800,Drama
800,Mystery
800,Western
801,Children
801,Comedy
802,Drama
802,Romance
804,Comedy
804,Romance
805,Drama
805,Thriller
810,Children
810,Comedy
810,Fantasy
818,Comedy
828,Adventure
828,Children
830,Comedy
832,Crime
832,Thriller
837,Children
837,Comedy
837,Fantasy
838,Comedy
838,Drama
838,Romance
839,Action
839,Thriller
842,Comedy
842,Horror
849,Action
849,Adventure
849,Sci-Fi
849,Thriller
852,Comedy
852,Drama
852,Romance
858,Crime
858,Drama
861,Action
861,Comedy
861,Crime
861,Thriller
866,Crime
866,Drama
866,Romance
866,Thriller
876,Action
876,Comedy
876,Crime
876,Thriller
879,Horror
879,Thriller
880,Sci-Fi
880,Thriller
886,Action
886,Comedy
886,Crime
891,Horror
891,Thriller
892,Comedy
892,Drama
892,Romance
893,Drama
898,Comedy
898,Drama
898,Romance
899,Comedy
899,Musical
899,Romance
900,Musical
900,Romance
901,Comedy
901,Musical
902,Drama
902,Romance
903,Drama
903,Mystery
903,Romance
903,Thriller
904,Mystery
904,Thriller
905,Comedy
905,Romance
906,Drama
906,Thriller
908,Action
908,Adventure
908,Mystery
908,Romance
908,Thriller
909,Comedy
909,Drama
909,Romance
910,Comedy
910,Crime
911,Comedy
911,Crime
911,Mystery
911,Romance
911,Thriller
912,Drama
912,Romance
913,Film-Noir
913,Mystery
914,Comedy
914,Drama
914,Musical
914,Romance
915,Comedy
915,Romance
916,Comedy
916,Drama
916,Romance
918,Musical
919,Adventure
919,Children
919,Fantasy
919,Musical
920,Drama
920,Romance
920,War
921,Comedy
922,Drama
922,Film-Noir
922,Romance
923,Drama
923,Mystery
924,Adventure
924,Drama
924,Sci-Fi
926,Drama
928,Drama
928,Mystery
928,Romance
928,Thriller
930,Film-Noir
930,Romance
930,Thriller
931,Mystery
931,Romance
931,Thriller
932,Drama
932,Romance
933,Crime
933,Mystery
933,Romance
933,Thriller
934,Comedy
935,Comedy
935,Musical
936,Comedy
936,Romance
938,Musical
940,Action
940,Adventure
940,Romance
942,Crime
942,Film-Noir
942,Mystery
943,Drama
943,Fantasy
943,Romance
945,Comedy
945,Musical
945,Romance
947,Comedy
947,Romance
948,Drama
948,Romance
948,Western
950,Comedy
950,Crime
951,Comedy
951,Romance
953,Children
953,Drama
953,Fantasy
953,Romance
954,Drama
955,Comedy
955,Romance
965,Drama
965,Mystery
965,Thriller
968,Horror
968,Sci-Fi
968,Thriller
969,Adventure
969,Comedy
969,Romance
969,War
971,Drama
984,Comedy
984,Drama
986,Adventure
986,Children
994,Comedy
994,Drama
998,Action
998,Crime
1011,Children
1011,Comedy
1011,Fantasy
1011,Romance
1013,Children
1013,Comedy
1013,Romance
1014,Children
1014,Comedy
1014,Drama
1019,Adventure
1019,Drama
1019,Sci-Fi
1020,Comedy
1022,Animation
1022,Children
1022,Fantasy
1022,Musical
1022,Romance
1023,Animation
1023,Children
1023,Musical
1024,Animation
1024,Children
1024,Musical
1025,Animation
1025,Children
1025,Fantasy
1025,Musical
1027,Adventure
1027,Drama
1028,Children
1028,Comedy
1028,Fantasy
1028,Musical
1029,Animation
1029,Children
1029,Drama
1029,Musical
1031,Adventure
1031,Children
1031,Musical
1032,Adventure
1032,Animation
1032,Children
1032,Fantasy
1032,Musical
1034,Comedy
1034,Crime
1034,Drama
1034,Thriller
1035,Musical
1035,Romance
1036,Action
1036,Crime
1036,Thriller
1041,Drama
1042,Comedy
1042,Drama
1046,Drama
1046,Romance
1047,Action
1047,Drama
1047,Thriller
1049,Action
1049,Adventure
1051,Drama
1057,Comedy
1057,Musical
1057,Romance
1059,Drama
1059,Romance
1060,Comedy
1060,Drama
1061,Thriller
1064,Animation
1064,Children
1064,Comedy
1064,Fantasy
1064,Musical
1064,Romance
1066,Comedy
1066,Musical
1066,Romance
1073,Children
1073,Comedy
1073,Fantasy
1073,Musical
1077,Comedy
1077,Sci-Fi
1078,Comedy
1078,War
1079,Comedy
1079,Crime
1080,Comedy
1081,Comedy
1081,Musical
1081,Romance
1084,Crime
1084,Drama
1086,Crime
1086,Mystery
1086,Thriller
1088,Drama
1088,Musical
1088,Romance
1089,Crime
1089,Mystery
1089,Thriller
1090,Drama
1090,War
1092,Crime
1092,Mystery
1092,Thriller
1093,Drama
1094,Drama
1094,Romance
1094,Thriller
1095,Drama
1096,Drama
1097,Children
1097,Drama
1097,Sci-Fi
1100,Action
1100,Drama
1100,Romance
1101,Action
1101,Romance
1103,Drama
1104,Drama
1105,Horror
1111,Documentary
1112,Action
1112,Comedy
1112,Drama
1123,Documentary
1124,Drama
1125,Comedy
1125,Crime
1127,Action
1127,Adventure
1127,Sci-Fi
1127,Thriller
1129,Action
1129,Adventure
1129,Sci-Fi
1129,Thriller
1131,Drama
1131,Mystery
1132,Drama
1136,Adventure
1136,Comedy
1136,Fantasy
1140,Drama
1147,Documentary
1148,Animation
1148,Children
1148,Comedy
1148,Crime
1150,Drama
1151,Animation
1151,Comedy
1151,Drama
1151,Fantasy
1171,Comedy
1172,Drama
1175,Comedy
1175,Drama
1175,Romance
1176,Drama
1176,Fantasy
1176,Romance
1177,Drama
1177,Romance
1178,Drama
1178,War
1179,Crime
1179,Drama
1179,Film-Noir
1183,Drama
1183,Romance
1183,War
1184,Comedy
1184,Drama
1185,Drama
1186,Drama
1187,Drama
1188,Comedy
1188,Romance
1189,Documentary
1191,Documentary
1191,Musical
1192,Documentary
1193,Drama
1194,Comedy
1196,Action
1196,Adventure
1196,Sci-Fi
1197,Action
1197,Adventure
1197,Comedy
1197,Fantasy
1197,Romance
1198,Action
1198,Adventure
1199,Fantasy
1199,Sci-Fi
1200,Action
1200,Adventure
1200,Horror
1200,Sci-Fi
1201,Action
1201,Adventure
1201,Western
1202,Comedy
1203,Drama
1204,Adventure
1204,Drama
1204,War
1206,Crime
1206,Drama
1206,Sci-Fi
1206,Thriller
1207,Drama
1208,Action
1208,Drama
1208,War
1209,Action
1209,Drama
1209,Western
1210,Action
1210,Adventure
1210,Sci-Fi
1211,Drama
1211,Fantasy
1211,Romance
1212,Film-Noir
1212,Mystery
1212,Thriller
1213,Crime
1213,Drama
1214,Horror
1214,Sci-Fi
1215,Action
1215,Adventure
1215,Comedy
1215,Fantasy
1215,Horror
1217,Drama
1217,War
1218,Action
1218,Crime
1218,Drama
1218,Thriller
1219,Crime
1219,Horror
1220,Action
1220,Comedy
1220,Musical
1221,Crime
1221,Drama
1222,Drama
1222,War
1223,Adventure
1223,Animation
1223,Children
1223,Comedy
1223,Sci-Fi
1224,Action
1224,Drama
1224,Romance
1224,War
1225,Drama
1226,Drama
1226,Romance
1227,Crime
1227,Drama
1228,Drama
1230,Comedy
1230,Romance
1231,Drama
1232,Drama
1232,Mystery
1232,Sci-Fi
1233,Action
1233,Drama
1233,War
1234,Comedy
1234,Crime
1235,Comedy
1235,Drama
1235,Romance
1236,Comedy
1236,Drama
1236,Romance
1237,Drama
1238,Comedy
1240,Action
1240,Sci-Fi
1240,Thriller
1241,Comedy
1241,Fantasy
1241,Horror
1242,Drama
1242,War
1243,Comedy
1243,Drama
1244,Comedy
1244,Drama
1244,Romance
1245,Crime
1245,Drama
1245,Film-Noir
1245,Thriller
1246,Drama
1247,Comedy
1247,Drama
1247,Romance
1248,Crime
1248,Film-Noir
1248,Thriller
1249,Action
1249,Crime
1249,Romance
1249,Thriller
1250,Adventure
1250,Drama
1250,War
1251,Drama
1251,Fantasy
1252,Crime
1252,Film-Noir
1252,Mystery
1252,Thriller
1253,Drama
1253,Sci-Fi
1253,Thriller
1254,Action
1254,Adventure
1254,Drama
1254,Western
1256,Comedy
1256,Musical
1256,War
1257,Comedy
1257,Romance
1258,Horror
1259,Adventure
1259,Drama
1260,Crime
1260,Film-Noir
1260,Thriller
1261,Action
1261,Comedy
1261,Fantasy
1261,Horror
1262,Action
1262,Adventure
1262,Drama
1262,War
1263,Drama
1263,War
1265,Comedy
1265,Fantasy
1265,Romance
1266,Drama
1266,Western
1267,Crime
1267,Thriller
1267,War
1268,Comedy
1268,Drama
1269,Comedy
1269,Mystery
1269,Thriller
1270,Adventure
1270,Comedy
1270,Sci-Fi
1271,Comedy
1271,Crime
1271,Drama
1272,Drama
1272,War
1273,Comedy
1273,Drama
1273,Film-Noir
1274,Action
1274,Adventure
1274,Animation
1274,Sci-Fi
1275,Action
1275,Adventure
1275,Fantasy
1276,Drama
1277,Comedy
1277,Drama
1277,Romance
1278,Comedy
1278,Fantasy
1279,Comedy
1279,Drama
1280,Drama
1281,Comedy
1281,Drama
1281,War
1282,Animation
1282,Children
1282,Fantasy
1282,Musical
1283,Drama
1283,Western
1284,Crime
1284,Film-Noir
1284,Mystery
1285,Comedy
1286,Drama
1286,Romance
1287,Action
1287,Adventure
1287,Drama
1288,Comedy
1289,Documentary
1290,Drama
1290,Romance
1291,Action
1291,Adventure
1292,Comedy
1292,Drama
1293,Drama
1295,Drama
1296,Drama
1296,Romance
1297,Comedy
1298,Drama
1298,Musical
1299,Drama
1299,War
1300,Comedy
1300,Drama
1301,Drama
1301,Sci-Fi
1302,Children
1302,Drama
1302,Fantasy
1303,Adventure
1303,Drama
1304,Action
1304,Western
1307,Comedy
1307,Romance
1310,Documentary
1320,Action
1320,Horror
1320,Sci-Fi
1320,Thriller
1321,Comedy
1321,Horror
1321,Thriller
1327,Drama
1327,Horror
1327,Mystery
1327,Thriller
1333,Horror
1333,Thriller
1334,Horror
1334,Sci-Fi
1339,Fantasy
1339,Horror
1339,Romance
1339,Thriller
1343,Thriller
1344,Crime
1344,Drama
1344,Thriller
1345,Drama
1345,Fantasy
1345,Horror
1345,Thriller
1347,Horror
1347,Thriller
1348,Horror
1349,Horror
1350,Horror
1350,Mystery
1350,Thriller
1354,Drama
1354,Mystery
1356,Action
1356,Adventure
1356,Sci-Fi
1356,Thriller
1357,Drama
1357,Romance
1358,Drama
1359,Children
1359,Comedy
1361,Documentary
1363,Drama
1366,Drama
1367,Adventure
1367,Children
1367,Comedy
1370,Action
1370,Adventure
1370,Thriller
1371,Adventure
1371,Sci-Fi
1372,Action
1372,Mystery
1372,Sci-Fi
1373,Action
1373,Sci-Fi
1374,Action
1374,Adventure
1374,Sci-Fi
1374,Thriller
1375,Action
1375,Adventure
1375,Sci-Fi
1376,Adventure
1376,Comedy
1376,Sci-Fi
1377,Action
1377,Crime
1378,Action
1378,Comedy
1378,Western
1379,Action
1379,Western
1380,Comedy
1380,Musical
1380,Romance
1385,Action
1385,Drama
1385,Thriller
1387,Action
1387,Horror
1388,Horror
1388,Thriller
1391,Action
1391,Comedy
1391,Sci-Fi
1392,Comedy
1392,Drama
1393,Drama
1393,Romance
1394,Comedy
1396,Action
1396,Comedy
1396,Crime
1396,Drama
1396,Sci-Fi
1405,Adventure
1405,Animation
1405,Comedy
1405,Crime
1406,Crime
1406,Drama
1406,Mystery
1406,Thriller
1407,Comedy
1407,Horror
1407,Mystery
1407,Thriller
1408,Action
1408,Romance
1408,War
1408,Western
1409,Comedy
1409,Drama
1409,Fantasy
1409,Romance
1411,Crime
1411,Drama
1411,Romance
1416,Drama
1416,Musical
1429,Action
1429,Adventure
1429,Comedy
1429,Thriller
1437,Drama
1438,Action
1438,Thriller
1441,Comedy
1441,Romance
1446,Comedy
1446,Drama
1449,Comedy
1454,Comedy
1454,Drama
1464,Crime
1464,Drama
1464,Fantasy
1464,Film-Noir
1464,Mystery
1464,Romance
1466,Crime
1466,Drama
1468,Comedy
1468,Romance
1476,Comedy
1476,Drama
1479,Action
1479,Romance
1479,Sci-Fi
1479,Thriller
1483,Drama
1483,Thriller
1485,Comedy
1488,Action
1488,Drama
1488,Thriller
1497,Action
1499,Action
1499,Adventure
1499,Thriller
1500,Comedy
1500,Crime
1500,Romance
1517,Action
1517,Adventure
1517,Comedy
1518,Action
1518,Thriller
1527,Action
1527,Adventure
1527,Comedy
1527,Sci-Fi
1533,Drama
1537,Comedy
1537,Drama
1537,Romance
1544,Action
1544,Adventure
1544,Sci-Fi
1544,Thriller
1545,Drama
1552,Action
1552,Adventure
1552,Thriller
1564,Comedy
1564,Drama
1564,Romance
1566,Adventure
1566,Animation
1566,Children
1566,Comedy
1566,Musical
1569,Comedy
1569,Romance
1571,Comedy
1571,Romance
1573,Action
1573,Crime
1573,Drama
1573,Thriller
1580,Action
1580,Comedy
1580,Sci-Fi
1584,Drama
1584,Sci-Fi
1587,Action
1587,Adventure
1587,Fantasy
1589,Action
1589,Crime
1589,Drama
1589,Thriller
1590,Horror
1590,Sci-Fi
1590,Thriller
1591,Action
1591,Adventure
1591,Sci-Fi
1591,Thriller
1594,Comedy
1594,Drama
1596,Drama
1597,Drama
1597,Mystery
1597,Romance
1597,Thriller
1608,Action
1608,Thriller
1610,Action
1610,Adventure
1610,Thriller
1611,Drama
1611,Romance
1616,Action
1616,Thriller
1616,War
1617,Crime
1617,Film-Noir
1617,Mystery
1617,Thriller
1619,Adventure
1619,Drama
1619,War
1620,Crime
1620,Drama
1620,Mystery
1620,Thriller
1625,Drama
1625,Mystery
1625,Thriller
1627,Crime
1627,Drama
1627,Mystery
1631,Action
1631,Thriller
1633,Drama
1635,Drama
1639,Comedy
1639,Drama
1639,Romance
1641,Comedy
1641,Drama
1643,Drama
1643,Romance
1645,Drama
1645,Mystery
1645,Thriller
1653,Drama
1653,Sci-Fi
1653,Thriller
1658,Romance
1658,Thriller
1663,Comedy
1663,War
1665,Comedy
1673,Drama
1674,Drama
1674,Romance
1674,Thriller
1676,Action
1676,Sci-Fi
1678,Drama
1678,Romance
1680,Drama
1680,Romance
1682,Comedy
1682,Drama
1682,Sci-Fi
1683,Drama
1683,Romance
1684,Drama
1684,Romance
1686,Crime
1686,Thriller
1687,Action
1687,Thriller
1690,Action
1690,Horror
1690,Sci-Fi
1693,Drama
1693,Mystery
1696,Drama
1696,War
1699,Comedy
1699,Drama
1701,Comedy
1701,Drama
1702,Children
1702,Comedy
1702,Fantasy
1704,Drama
1704,Romance
1711,Crime
1711,Drama
1711,Mystery
1713,Children
1713,Comedy
1717,Comedy
1717,Horror
1717,Mystery
1717,Thriller
1719,Drama
1721,Drama
1721,Romance
1722,Action
1722,Adventure
1722,Thriller
1726,Action
1726,Adventure
1726,Drama
1726,Sci-Fi
1727,Drama
1727,Romance
1729,Crime
1729,Drama
1729,Thriller
1732,Comedy
1732,Crime
1733,Drama
1733,Romance
1734,Comedy
1734,Drama
1735,Drama
1735,Romance
1747,Comedy
1748,Adventure
1748,Film-Noir
1748,Sci-Fi
1748,Thriller
1753,Comedy
1754,Crime
1754,Drama
1754,Fantasy
1754,Thriller
1755,Comedy
1755,Romance
1759,Drama
1777,Comedy
1777,Romance
1784,Comedy
1784,Drama
1784,Romance
1785,Crime
1785,Thriller
1792,Action
1792,Crime
1792,Thriller
1797,Documentary
1797,IMAX
1801,Action
1801,Adventure
1801,Drama
1804,Crime
1804,Drama
1809,Crime
1809,Drama
1834,Crime
1834,Drama
1834,Mystery
1834,Thriller
1835,Drama
1835,Fantasy
1835,Romance
1836,Comedy
1836,Drama
1845,Comedy
1845,Mystery
1845,Thriller
1866,Action
1866,Comedy
1866,Crime
1873,Crime
1873,Drama
1873,Romance
1873,War
1875,Comedy
1883,Comedy
1883,Drama
1883,Romance
1884,Adventure
1884,Comedy
1884,Drama
1885,Comedy
1885,Drama
1885,Romance
1889,Drama
1889,Mystery
1889,Thriller
1895,Comedy
1895,Drama
1895,Romance
1904,Comedy
1904,Drama
1907,Adventure
1907,Animation
1907,Children
1907,Comedy
1907,Drama
1907,Musical
1907,Romance
1909,Action
1909,Crime
1909,Mystery
1909,Sci-Fi
1909,Thriller
1912,Comedy
1912,Crime
1912,Drama
1912,Romance
1912,Thriller
1916,Drama
1916,Romance
1917,Action
1917,Romance
1917,Sci-Fi
1917,Thriller
1921,Drama
1921,Sci-Fi
1921,Thriller
1923,Comedy
1923,Romance
1924,Horror
1924,Sci-Fi
1927,Action
1927,Drama
1927,War
1931,Adventure
1931,Drama
1934,Comedy
1934,Romance
1936,Drama
1936,War
1939,Drama
1939,War
1942,Drama
1944,Drama
1944,Romance
1944,War
1945,Crime
1945,Drama
1947,Drama
1947,Musical
1947,Romance
1949,Drama
1950,Drama
1950,Mystery
1951,Drama
1951,Musical
1952,Drama
1953,Action
1953,Crime
1953,Thriller
1954,Drama
1955,Drama
1956,Drama
1957,Drama
1958,Comedy
1958,Drama
1959,Drama
1959,Romance
1960,Drama
1961,Drama
1962,Drama
1964,Drama
1964,Mystery
1965,Comedy
1965,Sci-Fi
1966,Comedy
1967,Adventure
1967,Fantasy
1967,Musical
1968,Comedy
1968,Drama
1974,Horror
1974,Mystery
1974,Thriller
1979,Horror
1982,Horror
1994,Horror
1994,Thriller
1997,Horror
1997,Mystery
1999,Horror
2000,Action
2000,Comedy
2000,Crime
2000,Drama
